시도,시군구,사고유형대분류,사고유형,발생건수,사망자수,부상자수,중상,경상,부상신고
경북,울릉군,차대사람,기타,2,0,2,2,0,0
경북,울릉군,차대차,정면충돌,5,0,7,0,6,1
경북,울릉군,차대차,측면충돌,1,0,1,1,0,0
경북,울릉군,차대차,추돌,2,0,2,0,1,1
경북,울릉군,차대차,기타,3,0,6,1,5,0
경북,울릉군,차량단독,전도전복,2,1,1,1,0,0
경북,울릉군,차량단독,공작물충돌,2,0,2,0,1,1
경북,울릉군,차량단독,기타,1,0,1,0,0,1
경북,경산시,차대사람,횡단중,178,9,190,85,99,6
경북,경산시,차대사람,차도통행중,12,1,11,1,9,1
경북,경산시,차대사람,길가장자리구역통행중,15,0,15,3,11,1
경북,경산시,차대사람,보도통행중,8,0,9,2,7,0
경북,경산시,차대사람,기타,87,3,92,38,50,4
경북,경산시,차대차,정면충돌,324,2,500,142,350,8
경북,경산시,차대차,측면충돌,314,3,480,102,363,15
경북,경산시,차대차,추돌,158,1,276,41,221,14
경북,경산시,차대차,기타,258,4,376,86,280,10
경북,경산시,차량단독,전도전복,34,5,33,18,13,2
경북,경산시,차량단독,공작물충돌,14,1,14,3,11,0
경북,경산시,차량단독,기타,9,0,10,5,5,0
경남,진주시,차대사람,횡단중,237,8,240,164,72,4
경남,진주시,차대사람,차도통행중,7,1,7,3,4,0
경남,진주시,차대사람,길가장자리구역통행중,7,0,8,4,4,0
경남,진주시,차대사람,보도통행중,8,0,8,6,2,0
경남,진주시,차대사람,기타,45,2,44,26,15,3
경남,진주시,차대차,정면충돌,71,1,116,70,44,2
경남,진주시,차대차,측면충돌,341,6,489,248,222,19
경남,진주시,차대차,추돌,118,5,205,97,103,5
경남,진주시,차대차,기타,52,0,84,37,45,2
경남,진주시,차량단독,전도전복,21,4,22,10,10,2
경남,진주시,차량단독,공작물충돌,5,1,6,4,2,0
경남,진주시,차량단독,기타,16,1,17,10,7,0
경남,통영시,차대사람,횡단중,148,7,147,92,52,3
경남,통영시,차대사람,차도통행중,11,1,10,6,4,0
경남,통영시,차대사람,길가장자리구역통행중,10,0,11,5,6,0
경남,통영시,차대사람,보도통행중,2,0,2,1,1,0
경남,통영시,차대사람,기타,34,0,36,21,15,0
경남,통영시,차대차,정면충돌,48,1,106,32,70,4
경남,통영시,차대차,측면충돌,263,0,435,139,283,13
경남,통영시,차대차,추돌,163,1,305,65,230,10
경남,통영시,차대차,기타,32,0,35,7,28,0
경남,통영시,차량단독,전도전복,17,1,20,10,6,4
경남,통영시,차량단독,공작물충돌,7,1,7,5,2,0
경남,통영시,차량단독,도로이탈,1,0,1,1,0,0
경남,김해시,차대사람,횡단중,279,10,299,180,112,7
경남,김해시,차대사람,차도통행중,16,0,18,7,10,1
경남,김해시,차대사람,길가장자리구역통행중,34,2,32,17,14,1
경남,김해시,차대사람,보도통행중,11,0,13,6,7,0
경남,김해시,차대사람,기타,83,3,84,37,44,3
경남,김해시,차대차,정면충돌,165,2,280,104,168,8
경남,김해시,차대차,측면충돌,789,8,1201,447,697,57
경남,김해시,차대차,추돌,350,5,678,186,441,51
경남,김해시,차대차,기타,336,4,506,153,331,22
경남,김해시,차량단독,전도전복,70,6,77,41,21,15
경남,김해시,차량단독,공작물충돌,19,4,25,14,11,0
경남,김해시,차량단독,기타,9,0,9,5,3,1
경남,밀양시,차대사람,횡단중,79,3,82,46,32,4
경남,밀양시,차대사람,차도통행중,8,0,8,6,2,0
경남,밀양시,차대사람,길가장자리구역통행중,9,1,9,3,6,0
경남,밀양시,차대사람,기타,8,0,8,6,2,0
경남,밀양시,차대차,정면충돌,84,3,134,49,81,4
경남,밀양시,차대차,측면충돌,171,3,245,88,148,9
경남,밀양시,차대차,추돌,93,1,185,45,123,17
경남,밀양시,차대차,기타,13,0,27,12,15,0
경남,밀양시,차량단독,전도전복,14,3,12,11,1,0
경남,밀양시,차량단독,공작물충돌,6,3,6,3,3,0
경남,밀양시,차량단독,도로이탈,1,1,0,0,0,0
경남,밀양시,차량단독,기타,2,0,2,1,1,0
경남,거제시,차대사람,횡단중,167,6,169,84,78,7
경남,거제시,차대사람,차도통행중,17,0,18,8,9,1
경남,거제시,차대사람,길가장자리구역통행중,2,0,2,2,0,0
경남,거제시,차대사람,보도통행중,7,1,8,6,1,1
경남,거제시,차대사람,기타,63,2,64,29,32,3
경남,거제시,차대차,정면충돌,166,6,298,103,194,1
경남,거제시,차대차,측면충돌,295,3,425,130,288,7
경남,거제시,차대차,추돌,174,1,325,96,226,3
경남,거제시,차대차,기타,194,1,261,71,186,4
경남,거제시,차량단독,전도전복,20,5,27,12,10,5
경남,거제시,차량단독,공작물충돌,8,1,11,9,2,0
경남,거제시,차량단독,기타,2,0,2,0,2,0
경남,의령군,차대사람,횡단중,7,0,8,5,2,1
경남,의령군,차대사람,차도통행중,4,0,4,1,2,1
경남,의령군,차대사람,길가장자리구역통행중,1,0,2,0,2,0
경남,의령군,차대사람,기타,3,1,2,0,1,1
경남,의령군,차대차,정면충돌,11,0,13,6,7,0
경남,의령군,차대차,측면충돌,54,3,95,44,41,10
경남,의령군,차대차,추돌,17,1,28,10,13,5
경남,의령군,차대차,기타,8,0,14,4,9,1
경남,의령군,차량단독,전도전복,12,1,14,8,4,2
경남,의령군,차량단독,공작물충돌,3,1,3,1,1,1
경남,의령군,차량단독,도로이탈,2,0,2,1,0,1
경남,함안군,차대사람,횡단중,22,3,20,14,6,0
경남,함안군,차대사람,차도통행중,1,0,1,1,0,0
경남,함안군,차대사람,길가장자리구역통행중,3,0,3,3,0,0
경남,함안군,차대사람,보도통행중,2,0,2,2,0,0
경남,함안군,차대사람,기타,9,3,6,2,4,0
경남,함안군,차대차,정면충돌,15,0,22,10,12,0
경남,함안군,차대차,측면충돌,117,4,170,46,122,2
경남,함안군,차대차,추돌,50,5,95,31,62,2
경남,함안군,차대차,기타,22,1,39,15,23,1
경남,함안군,차량단독,전도전복,10,3,7,5,2,0
경남,함안군,차량단독,공작물충돌,4,1,3,3,0,0
경남,함안군,차량단독,주/정차차량 충돌,1,0,1,1,0,0
경남,함안군,차량단독,도로이탈,1,1,0,0,0,0
경남,함안군,차량단독,기타,2,0,2,2,0,0
경남,창녕군,차대사람,횡단중,39,6,37,27,9,1
경남,창녕군,차대사람,길가장자리구역통행중,1,0,1,1,0,0
경남,창녕군,차대사람,기타,18,1,20,12,6,2
경남,창녕군,차대차,정면충돌,21,2,34,23,9,2
경남,창녕군,차대차,측면충돌,101,3,164,69,87,8
경남,창녕군,차대차,추돌,70,6,122,51,61,10
경남,창녕군,차대차,기타,73,2,119,52,60,7
경남,창녕군,차량단독,전도전복,20,1,26,15,6,5
경남,창녕군,차량단독,공작물충돌,8,0,8,4,3,1
경남,창녕군,차량단독,도로이탈,3,1,2,2,0,0
경남,창녕군,차량단독,도로이탈,1,1,0,0,0,0
경남,창녕군,차량단독,기타,8,1,7,3,3,1
경남,양산시,차대사람,횡단중,199,9,201,101,84,16
경남,양산시,차대사람,차도통행중,9,0,9,3,6,0
경남,양산시,차대사람,길가장자리구역통행중,10,0,10,4,6,0
경남,양산시,차대사람,보도통행중,2,0,2,1,1,0
경남,양산시,차대사람,기타,35,0,37,14,18,5
경남,양산시,차대차,정면충돌,355,3,580,121,387,72
경남,양산시,차대차,측면충돌,382,6,604,150,364,90
경남,양산시,차대차,추돌,102,1,204,41,117,46
경남,양산시,차대차,기타,101,1,133,23,90,20
경남,양산시,차량단독,전도전복,42,1,47,19,16,12
경남,양산시,차량단독,공작물충돌,6,1,11,4,4,3
경남,양산시,차량단독,기타,7,0,8,4,4,0
경남,고성군,차대사람,횡단중,36,7,30,21,9,0
경남,고성군,차대사람,길가장자리구역통행중,16,1,17,13,4,0
경남,고성군,차대사람,보도통행중,1,0,1,1,0,0
경남,고성군,차대사람,기타,5,0,5,3,2,0
경남,고성군,차대차,정면충돌,27,1,41,17,23,1
경남,고성군,차대차,측면충돌,85,2,125,52,73,0
경남,고성군,차대차,추돌,49,5,82,27,55,0
경남,고성군,차대차,기타,6,0,11,4,7,0
경남,고성군,차량단독,전도전복,9,2,10,9,1,0
경남,고성군,차량단독,공작물충돌,5,3,4,2,2,0
경남,사천시,차대사람,횡단중,57,4,58,35,18,5
경남,사천시,차대사람,차도통행중,26,2,27,13,9,5
경남,사천시,차대사람,길가장자리구역통행중,7,0,8,3,5,0
경남,사천시,차대사람,기타,21,1,21,12,9,0
경남,사천시,차대차,정면충돌,85,1,142,31,85,26
경남,사천시,차대차,측면충돌,242,0,414,107,237,70
경남,사천시,차대차,추돌,94,2,212,50,128,34
경남,사천시,차대차,기타,15,0,15,5,9,1
경남,사천시,차량단독,전도전복,24,1,39,18,15,6
경남,사천시,차량단독,공작물충돌,4,0,5,0,5,0
경남,사천시,차량단독,도로이탈,1,0,1,0,1,0
경남,사천시,차량단독,기타,3,0,4,1,2,1
경남,남해군,차대사람,횡단중,17,4,15,9,5,1
경남,남해군,차대사람,차도통행중,2,1,2,1,0,1
경남,남해군,차대사람,길가장자리구역통행중,8,0,9,9,0,0
경남,남해군,차대사람,기타,18,1,17,12,4,1
경남,남해군,차대차,정면충돌,27,1,55,22,19,14
경남,남해군,차대차,측면충돌,63,0,106,38,54,14
경남,남해군,차대차,추돌,27,0,68,24,35,9
경남,남해군,차대차,기타,2,0,2,2,0,0
경남,남해군,차량단독,전도전복,28,3,34,13,14,7
경남,남해군,차량단독,공작물충돌,5,0,7,0,5,2
경남,남해군,차량단독,도로이탈,1,0,1,0,0,1
경남,남해군,차량단독,기타,2,0,2,0,2,0
경남,하동군,차대사람,횡단중,13,2,11,9,1,1
경남,하동군,차대사람,차도통행중,5,1,4,4,0,0
경남,하동군,차대사람,길가장자리구역통행중,5,0,5,2,3,0
경남,하동군,차대사람,기타,13,0,14,8,5,1
경남,하동군,차대차,정면충돌,19,0,37,14,21,2
경남,하동군,차대차,측면충돌,58,1,92,39,46,7
경남,하동군,차대차,추돌,22,1,36,10,26,0
경남,하동군,차대차,기타,12,4,12,3,8,1
경남,하동군,차량단독,전도전복,12,2,23,13,10,0
경남,하동군,차량단독,공작물충돌,3,1,3,2,1,0
경남,하동군,차량단독,도로이탈,1,0,1,1,0,0
경남,하동군,차량단독,도로이탈,1,1,0,0,0,0
경남,산청군,차대사람,횡단중,4,1,3,1,2,0
경남,산청군,차대사람,차도통행중,4,1,3,1,2,0
경남,산청군,차대사람,길가장자리구역통행중,2,0,2,1,1,0
경남,산청군,차대사람,기타,7,0,7,5,0,2
경남,산청군,차대차,정면충돌,11,2,27,15,9,3
경남,산청군,차대차,측면충돌,62,1,100,42,41,17
경남,산청군,차대차,추돌,34,0,60,20,34,6
경남,산청군,차대차,기타,4,1,4,1,3,0
경남,산청군,차량단독,전도전복,29,1,45,30,9,6
경남,산청군,차량단독,기타,2,0,2,1,0,1
경남,함양군,차대사람,횡단중,14,0,15,11,4,0
경남,함양군,차대사람,차도통행중,6,1,5,3,2,0
경남,함양군,차대사람,길가장자리구역통행중,7,0,7,5,2,0
경남,함양군,차대사람,보도통행중,1,0,1,0,0,1
경남,함양군,차대사람,기타,2,0,2,2,0,0
경남,함양군,차대차,정면충돌,30,0,49,17,21,11
경남,함양군,차대차,측면충돌,67,1,92,31,40,21
경남,함양군,차대차,추돌,25,1,45,20,19,6
경남,함양군,차대차,기타,4,0,6,5,1,0
경남,함양군,차량단독,전도전복,25,4,31,14,13,4
경남,함양군,차량단독,공작물충돌,7,0,10,3,2,5
경남,함양군,차량단독,도로이탈,2,0,2,0,2,0
경남,함양군,차량단독,기타,2,0,2,0,2,0
경남,거창군,차대사람,횡단중,27,1,26,17,9,0
경남,거창군,차대사람,차도통행중,1,0,1,1,0,0
경남,거창군,차대사람,길가장자리구역통행중,1,1,0,0,0,0
경남,거창군,차대사람,보도통행중,2,0,2,2,0,0
경남,거창군,차대사람,기타,6,0,6,4,2,0
경남,거창군,차대차,정면충돌,50,2,72,39,32,1
경남,거창군,차대차,측면충돌,87,2,117,67,45,5
경남,거창군,차대차,추돌,41,3,56,29,26,1
경남,거창군,차대차,기타,33,1,42,24,15,3
경남,거창군,차량단독,전도전복,10,2,9,2,5,2
경남,거창군,차량단독,공작물충돌,3,0,3,2,1,0
경남,거창군,차량단독,기타,3,0,12,11,1,0
경남,합천군,차대사람,횡단중,20,3,17,11,6,0
경남,합천군,차대사람,차도통행중,1,0,1,0,1,0
경남,합천군,차대사람,길가장자리구역통행중,2,0,3,0,3,0
경남,합천군,차대사람,보도통행중,1,0,1,1,0,0
경남,합천군,차대사람,기타,8,2,6,4,1,1
경남,합천군,차대차,정면충돌,31,1,56,27,27,2
경남,합천군,차대차,측면충돌,50,2,72,20,49,3
경남,합천군,차대차,추돌,28,1,48,16,31,1
경남,합천군,차대차,기타,7,0,9,4,5,0
경남,합천군,차량단독,전도전복,17,3,19,13,6,0
경남,합천군,차량단독,공작물충돌,10,2,12,6,6,0
경남,합천군,차량단독,도로이탈,1,0,1,1,0,0
경남,합천군,차량단독,기타,4,0,5,4,1,0
경남,창원시(통합),차대사람,횡단중,466,24,460,266,184,10
경남,창원시(통합),차대사람,차도통행중,126,0,131,62,68,1
경남,창원시(통합),차대사람,길가장자리구역통행중,49,0,51,13,34,4
경남,창원시(통합),차대사람,보도통행중,15,1,14,4,9,1
경남,창원시(통합),차대사람,기타,148,6,151,67,76,8
경남,창원시(통합),차대차,정면충돌,185,5,321,102,207,12
경남,창원시(통합),차대차,측면충돌,1145,16,1712,474,1170,68
경남,창원시(통합),차대차,추돌,607,3,1124,209,881,34
경남,창원시(통합),차대차,기타,241,5,332,97,225,10
경남,창원시(통합),차량단독,전도전복,57,5,72,37,32,3
경남,창원시(통합),차량단독,공작물충돌,34,6,39,18,18,3
경남,창원시(통합),차량단독,주/정차차량 충돌,2,0,2,0,1,1
경남,창원시(통합),차량단독,도로이탈,2,1,1,0,1,0
경남,창원시(통합),차량단독,도로이탈,1,0,7,2,5,0
경남,창원시(통합),차량단독,기타,45,3,43,23,18,2
제주,제주시,차대사람,횡단중,464,16,481,192,267,22
제주,제주시,차대사람,차도통행중,44,2,43,14,25,4
제주,제주시,차대사람,길가장자리구역통행중,60,0,63,18,39,6
제주,제주시,차대사람,보도통행중,24,0,26,9,16,1
제주,제주시,차대사람,기타,177,5,181,51,113,17
제주,제주시,차대차,정면충돌,494,7,862,196,614,52
제주,제주시,차대차,측면충돌,823,5,1348,210,943,195
제주,제주시,차대차,추돌,510,2,976,118,744,114
제주,제주시,차대차,기타,386,2,584,96,415,73
제주,제주시,차량단독,전도전복,112,1,159,46,76,37
제주,제주시,차량단독,공작물충돌,50,4,66,18,31,17
제주,제주시,차량단독,도로이탈,3,0,5,1,2,2
제주,제주시,차량단독,도로이탈,3,0,4,1,1,2
제주,제주시,차량단독,기타,21,0,25,10,13,2
제주,서귀포시,차대사람,횡단중,130,14,127,62,58,7
제주,서귀포시,차대사람,차도통행중,4,0,4,1,3,0
제주,서귀포시,차대사람,길가장자리구역통행중,8,0,8,4,3,1
제주,서귀포시,차대사람,보도통행중,3,0,3,0,3,0
제주,서귀포시,차대사람,기타,82,1,87,38,39,10
제주,서귀포시,차대차,정면충돌,72,1,120,40,71,9
제주,서귀포시,차대차,측면충돌,352,3,624,187,380,57
제주,서귀포시,차대차,추돌,194,5,422,78,308,36
제주,서귀포시,차대차,기타,277,4,464,130,255,79
제주,서귀포시,차량단독,전도전복,67,6,98,35,48,15
제주,서귀포시,차량단독,공작물충돌,31,2,39,17,15,7
제주,서귀포시,차량단독,주/정차차량 충돌,2,0,2,1,1,0
제주,서귀포시,차량단독,도로이탈,3,0,18,2,6,10
제주,서귀포시,차량단독,기타,38,0,46,22,8,16
대구,중구,차대사람,횡단중,146,3,155,49,86,20
대구,중구,차대사람,차도통행중,10,0,10,6,3,1
대구,중구,차대사람,길가장자리구역통행중,38,0,42,11,24,7
대구,중구,차대사람,보도통행중,12,0,16,9,7,0
대구,중구,차대사람,기타,91,1,94,18,64,12
대구,중구,차대차,정면충돌,134,0,222,44,148,30
대구,중구,차대차,측면충돌,390,3,649,145,400,104
대구,중구,차대차,추돌,192,0,329,57,237,35
대구,중구,차대차,기타,112,1,146,32,93,21
대구,중구,차량단독,전도전복,10,0,11,3,5,3
대구,중구,차량단독,공작물충돌,4,0,4,0,0,4
대구,중구,차량단독,기타,11,0,11,5,6,0
대구,동구,차대사람,횡단중,230,9,231,119,101,11
대구,동구,차대사람,차도통행중,25,0,28,7,16,5
대구,동구,차대사람,길가장자리구역통행중,1,0,1,0,1,0
대구,동구,차대사람,보도통행중,11,0,12,5,6,1
대구,동구,차대사람,기타,80,1,83,34,47,2
대구,동구,차대차,정면충돌,92,0,150,42,96,12
대구,동구,차대차,측면충돌,626,6,945,197,661,87
대구,동구,차대차,추돌,331,2,602,103,468,31
대구,동구,차대차,기타,155,1,218,58,146,14
대구,동구,차량단독,전도전복,22,1,34,20,9,5
대구,동구,차량단독,공작물충돌,10,1,11,4,6,1
대구,동구,차량단독,기타,27,0,29,14,12,3
대구,서구,차대사람,횡단중,163,9,164,91,57,16
대구,서구,차대사람,차도통행중,6,0,6,3,2,1
대구,서구,차대사람,길가장자리구역통행중,24,0,26,7,15,4
대구,서구,차대사람,보도통행중,8,0,8,3,4,1
대구,서구,차대사람,기타,60,1,60,26,30,4
대구,서구,차대차,정면충돌,125,1,203,54,137,12
대구,서구,차대차,측면충돌,563,2,822,189,543,90
대구,서구,차대차,추돌,202,0,366,43,298,25
대구,서구,차대차,기타,121,0,158,38,97,23
대구,서구,차량단독,전도전복,25,1,28,7,13,8
대구,서구,차량단독,공작물충돌,5,1,4,0,2,2
대구,서구,차량단독,기타,21,0,21,9,9,3
대구,남구,차대사람,횡단중,134,7,139,71,57,11
대구,남구,차대사람,차도통행중,6,0,6,2,4,0
대구,남구,차대사람,길가장자리구역통행중,18,0,19,8,10,1
대구,남구,차대사람,보도통행중,1,0,1,0,1,0
대구,남구,차대사람,기타,52,1,53,15,36,2
대구,남구,차대차,정면충돌,119,1,190,38,131,21
대구,남구,차대차,측면충돌,221,0,323,84,207,32
대구,남구,차대차,추돌,117,2,222,33,172,17
대구,남구,차대차,기타,161,0,231,39,169,23
대구,남구,차량단독,전도전복,11,0,18,5,10,3
대구,남구,차량단독,공작물충돌,9,0,11,3,6,2
대구,남구,차량단독,기타,10,0,13,6,6,1
대구,북구,차대사람,횡단중,268,8,282,151,117,14
대구,북구,차대사람,차도통행중,18,1,18,12,6,0
대구,북구,차대사람,길가장자리구역통행중,32,2,31,11,18,2
대구,북구,차대사람,보도통행중,23,1,27,10,16,1
대구,북구,차대사람,기타,114,4,117,40,70,7
대구,북구,차대차,정면충돌,51,1,84,23,60,1
대구,북구,차대차,측면충돌,1026,7,1523,306,1095,122
대구,북구,차대차,추돌,403,4,777,137,603,37
대구,북구,차대차,기타,292,0,381,75,262,44
대구,북구,차량단독,전도전복,33,1,35,6,21,8
대구,북구,차량단독,공작물충돌,15,1,17,6,10,1
대구,북구,차량단독,기타,23,0,34,7,16,11
대구,수성구,차대사람,횡단중,205,10,210,125,81,4
대구,수성구,차대사람,차도통행중,8,1,7,1,5,1
대구,수성구,차대사람,길가장자리구역통행중,65,0,70,17,51,2
대구,수성구,차대사람,보도통행중,16,0,17,7,8,2
대구,수성구,차대사람,기타,99,1,100,39,52,9
대구,수성구,차대차,정면충돌,150,0,227,55,155,17
대구,수성구,차대차,측면충돌,789,4,1207,271,803,133
대구,수성구,차대차,추돌,377,5,629,123,464,42
대구,수성구,차대차,기타,198,0,266,59,167,40
대구,수성구,차량단독,전도전복,37,6,38,15,7,16
대구,수성구,차량단독,공작물충돌,11,0,18,6,9,3
대구,수성구,차량단독,기타,16,0,21,9,10,2
대구,달서구,차대사람,횡단중,502,8,524,215,284,25
대구,달서구,차대사람,차도통행중,10,0,10,2,6,2
대구,달서구,차대사람,길가장자리구역통행중,9,0,10,1,9,0
대구,달서구,차대사람,보도통행중,18,0,20,8,10,2
대구,달서구,차대사람,기타,139,0,141,44,87,10
대구,달서구,차대차,정면충돌,66,1,97,19,75,3
대구,달서구,차대차,측면충돌,1219,11,1880,343,1424,113
대구,달서구,차대차,추돌,558,1,921,116,773,32
대구,달서구,차대차,기타,506,3,689,121,474,94
대구,달서구,차량단독,전도전복,26,0,30,13,12,5
대구,달서구,차량단독,공작물충돌,12,0,14,5,7,2
대구,달서구,차량단독,주/정차차량 충돌,2,0,2,1,0,1
대구,달서구,차량단독,기타,22,1,24,8,10,6
대구,달성군,차대사람,횡단중,108,8,114,59,50,5
대구,달성군,차대사람,차도통행중,7,0,8,4,4,0
대구,달성군,차대사람,길가장자리구역통행중,9,0,10,6,3,1
대구,달성군,차대사람,보도통행중,3,0,3,0,3,0
대구,달성군,차대사람,기타,26,1,29,9,17,3
대구,달성군,차대차,정면충돌,81,0,141,32,108,1
대구,달성군,차대차,측면충돌,317,3,496,174,309,13
대구,달성군,차대차,추돌,135,5,229,61,159,9
대구,달성군,차대차,기타,66,0,83,31,52,0
대구,달성군,차량단독,전도전복,29,9,24,13,10,1
대구,달성군,차량단독,공작물충돌,8,1,10,2,8,0
대구,달성군,차량단독,기타,9,0,9,5,4,0
인천,중구,차대사람,횡단중,53,1,58,27,30,1
인천,중구,차대사람,차도통행중,6,0,6,4,2,0
인천,중구,차대사람,보도통행중,2,0,2,2,0,0
인천,중구,차대사람,기타,34,0,38,12,22,4
인천,중구,차대차,정면충돌,43,0,80,27,50,3
인천,중구,차대차,측면충돌,146,1,302,58,224,20
인천,중구,차대차,추돌,63,3,136,35,91,10
인천,중구,차대차,기타,61,0,92,27,60,5
인천,중구,차량단독,전도전복,9,0,13,4,2,7
인천,중구,차량단독,공작물충돌,9,0,11,4,4,3
인천,중구,차량단독,도로이탈,1,0,1,1,0,0
인천,중구,차량단독,기타,3,0,4,1,3,0
인천,동구,차대사람,횡단중,26,2,26,15,11,0
인천,동구,차대사람,차도통행중,1,0,1,1,0,0
인천,동구,차대사람,길가장자리구역통행중,1,0,1,0,0,1
인천,동구,차대사람,보도통행중,1,0,1,1,0,0
인천,동구,차대사람,기타,12,1,12,8,4,0
인천,동구,차대차,정면충돌,9,0,23,4,15,4
인천,동구,차대차,측면충돌,31,0,72,9,57,6
인천,동구,차대차,추돌,22,1,39,6,31,2
인천,동구,차대차,기타,30,0,50,22,24,4
인천,동구,차량단독,전도전복,2,1,1,0,1,0
인천,동구,차량단독,공작물충돌,2,0,2,0,2,0
인천,동구,차량단독,기타,3,0,4,1,3,0
인천,남구,차대사람,횡단중,185,10,186,95,90,1
인천,남구,차대사람,차도통행중,23,1,22,9,12,1
인천,남구,차대사람,길가장자리구역통행중,25,0,25,6,17,2
인천,남구,차대사람,보도통행중,16,1,16,4,11,1
인천,남구,차대사람,기타,99,3,101,33,60,8
인천,남구,차대차,정면충돌,44,0,66,17,47,2
인천,남구,차대차,측면충돌,325,2,540,102,409,29
인천,남구,차대차,추돌,280,4,504,54,425,25
인천,남구,차대차,기타,194,1,276,41,205,30
인천,남구,차량단독,전도전복,2,0,2,1,1,0
인천,남구,차량단독,공작물충돌,4,0,4,3,1,0
인천,남구,차량단독,기타,18,0,18,7,10,1
인천,부평구,차대사람,횡단중,178,1,190,104,81,5
인천,부평구,차대사람,차도통행중,17,0,18,9,7,2
인천,부평구,차대사람,길가장자리구역통행중,46,0,46,15,28,3
인천,부평구,차대사람,보도통행중,15,0,15,8,6,1
인천,부평구,차대사람,기타,146,3,157,54,95,8
인천,부평구,차대차,정면충돌,60,1,98,27,68,3
인천,부평구,차대차,측면충돌,428,4,634,135,468,31
인천,부평구,차대차,추돌,327,2,587,98,483,6
인천,부평구,차대차,기타,227,1,342,66,263,13
인천,부평구,차량단독,전도전복,4,0,7,3,4,0
인천,부평구,차량단독,공작물충돌,7,0,12,3,9,0
인천,부평구,차량단독,기타,19,0,21,8,11,2
인천,남동구,차대사람,횡단중,225,8,228,134,87,7
인천,남동구,차대사람,차도통행중,20,1,20,15,5,0
인천,남동구,차대사람,길가장자리구역통행중,73,0,77,15,56,6
인천,남동구,차대사람,보도통행중,27,1,26,11,13,2
인천,남동구,차대사람,기타,94,1,109,24,72,13
인천,남동구,차대차,정면충돌,97,3,153,56,96,1
인천,남동구,차대차,측면충돌,765,6,1209,224,953,32
인천,남동구,차대차,추돌,452,3,794,118,659,17
인천,남동구,차대차,기타,128,0,198,38,154,6
인천,남동구,차량단독,전도전복,10,0,12,5,6,1
인천,남동구,차량단독,공작물충돌,12,2,11,6,4,1
인천,남동구,차량단독,도로이탈,1,0,1,0,1,0
인천,남동구,차량단독,기타,22,0,22,6,15,1
인천,서구,차대사람,횡단중,183,8,187,102,78,7
인천,서구,차대사람,차도통행중,32,0,33,13,19,1
인천,서구,차대사람,길가장자리구역통행중,31,0,31,5,26,0
인천,서구,차대사람,보도통행중,18,2,17,4,12,1
인천,서구,차대사람,기타,91,3,96,28,62,6
인천,서구,차대차,정면충돌,82,2,136,40,94,2
인천,서구,차대차,측면충돌,448,1,718,145,553,20
인천,서구,차대차,추돌,202,0,374,72,279,23
인천,서구,차대차,기타,336,5,537,104,414,19
인천,서구,차량단독,전도전복,15,1,17,8,6,3
인천,서구,차량단독,공작물충돌,8,6,7,2,5,0
인천,서구,차량단독,기타,26,0,28,12,15,1
인천,연수구,차대사람,횡단중,97,3,101,54,45,2
인천,연수구,차대사람,차도통행중,9,1,8,4,4,0
인천,연수구,차대사람,길가장자리구역통행중,12,0,15,3,11,1
인천,연수구,차대사람,보도통행중,6,1,6,3,3,0
인천,연수구,차대사람,기타,60,1,62,33,25,4
인천,연수구,차대차,정면충돌,27,0,52,20,30,2
인천,연수구,차대차,측면충돌,153,2,236,78,154,4
인천,연수구,차대차,추돌,132,3,238,47,185,6
인천,연수구,차대차,기타,159,3,226,82,137,7
인천,연수구,차량단독,전도전복,2,0,3,2,1,0
인천,연수구,차량단독,공작물충돌,7,1,7,4,2,1
인천,연수구,차량단독,도로이탈,2,0,5,2,3,0
인천,연수구,차량단독,기타,16,1,16,9,5,2
인천,계양구,차대사람,횡단중,128,5,128,77,44,7
인천,계양구,차대사람,차도통행중,30,0,30,11,16,3
인천,계양구,차대사람,길가장자리구역통행중,6,0,6,2,4,0
인천,계양구,차대사람,보도통행중,7,0,8,3,4,1
인천,계양구,차대사람,기타,70,2,71,22,43,6
인천,계양구,차대차,정면충돌,61,0,105,35,57,13
인천,계양구,차대차,측면충돌,328,0,498,127,334,37
인천,계양구,차대차,추돌,179,0,314,51,253,10
인천,계양구,차대차,기타,104,1,176,34,130,12
인천,계양구,차량단독,전도전복,3,0,3,1,2,0
인천,계양구,차량단독,공작물충돌,8,1,12,6,6,0
인천,계양구,차량단독,기타,23,0,23,8,13,2
인천,강화군,차대사람,횡단중,9,1,8,7,1,0
인천,강화군,차대사람,차도통행중,9,3,8,5,3,0
인천,강화군,차대사람,길가장자리구역통행중,9,1,8,4,4,0
인천,강화군,차대사람,보도통행중,1,1,0,0,0,0
인천,강화군,차대사람,기타,8,0,10,5,5,0
인천,강화군,차대차,정면충돌,37,2,70,27,43,0
인천,강화군,차대차,측면충돌,78,4,108,41,64,3
인천,강화군,차대차,추돌,33,2,70,21,48,1
인천,강화군,차대차,기타,17,0,31,4,21,6
인천,강화군,차량단독,전도전복,8,1,9,6,3,0
인천,강화군,차량단독,공작물충돌,1,0,2,1,0,1
인천,옹진군,차대사람,횡단중,1,1,0,0,0,0
인천,옹진군,차대사람,차도통행중,1,0,1,0,1,0
인천,옹진군,차대사람,길가장자리구역통행중,4,1,5,1,4,0
인천,옹진군,차대사람,기타,4,0,4,2,2,0
인천,옹진군,차대차,정면충돌,5,1,7,2,4,1
인천,옹진군,차대차,측면충돌,12,0,28,5,20,3
