판매일,본부,판매처,매출,시도,목표액,지출,손익,누적손익
8/1/2019,공공사업본부,,,,3.42010814843856,2.76018865488659,0.470759030046403,3.77902101333568
9/1/2019,공공사업본부,,,,3.28777186376798,1.72091024639824,1.24617648483866,5.02519749817434
10/1/2019,공공사업본부,,,,3.14517926713142,3.20579927861446,-0.238724373146852,4.78647312502749
11/1/2019,공공사업본부,,,,3.49983797679,1.8774118029211,0.255045659174469,5.04151878420196
12/1/2019,공공사업본부,,,,3.61651606734506,,,
1/1/2015,미래혁신본부,,,,1.048,0.839626040417002,0.325519419248086,0.325519419248086
2/1/2015,미래혁신본부,,,,0.805,0.430673455242381,0.382135937563629,0.707655356811715
3/1/2015,미래혁신본부,,,,0.708,0.730311801683876,0.024222550666947,0.731877907478661
4/1/2015,미래혁신본부,,,,1.093,0.826375691775924,0.037253811064829,0.769131718543491
5/1/2015,미래혁신본부,,,,1.258,0.853335520454166,0.223356263762842,0.992487982306333
6/1/2015,미래혁신본부,,,,0.727,0.594737075293367,0.084210489265276,1.07669847157161
7/1/2015,미래혁신본부,,,,1.289,1.06324050905871,0.049058593613793,1.1257570651854
8/1/2015,미래혁신본부,,,,1.388,0.868702439399879,0.342239850066477,1.46799691525188
9/1/2015,미래혁신본부,,,,0.780,0.815538732674739,-0.041952271846701,1.42604464340518
10/1/2015,미래혁신본부,,,,1.007,0.982233984868874,0.177036106115489,1.60308074952067
11/1/2015,미래혁신본부,,,,0.848,0.380939238325642,0.282668857420608,1.88574960694128
12/1/2015,미래혁신본부,,,,0.783,0.68159400920796,-0.043679656575635,1.84206995036564
1/1/2016,미래혁신본부,,,,0.775,0.486749721765198,0.297899622259675,0.297899622259675
2/1/2016,미래혁신본부,,,,1.519,0.958218974667384,0.251866447637012,0.549766069896687
3/1/2016,미래혁신본부,,,,1.081,0.746694125715069,0.152075554176973,0.701841624073661
4/1/2016,미래혁신본부,,,,0.987,0.90181209446951,0.217770949457434,0.919612573531095
5/1/2016,미래혁신본부,,,,1.006,0.808341717479948,0.08969411910899,1.00930669264008
6/1/2016,미래혁신본부,,,,1.320,0.656927459634112,0.669889325999021,1.67919601863911
7/1/2016,미래혁신본부,,,,1.166,0.887162010363286,0.24169505126403,1.92089106990314
8/1/2016,미래혁신본부,,,,1.058,0.835286931327149,0.210219381577103,2.13111045148024
9/1/2016,미래혁신본부,,,,1.001,0.713294864674751,0.174853929113531,2.30596438059377
10/1/2016,미래혁신본부,,,,1.932,1.79020398241674,-0.238454233487025,2.06751014710674
11/1/2016,미래혁신본부,,,,1.159,0.838986617205163,0.046264357869223,2.11377450497597
12/1/2016,미래혁신본부,,,,1.327,1.08016433396922,0.239705499015763,2.35348000399173
1/1/2017,미래혁신본부,,,,1.222,1.064028197685,-0.025007467399001,-0.025007467399001
2/1/2017,미래혁신본부,,,,1.053,0.749926993743957,0.18614289833026,0.16113543093126
3/1/2017,미래혁신본부,,,,1.485,0.971533928928023,0.2754000999745,0.43653553090576
4/1/2017,미래혁신본부,,,,1.298,0.773381349722576,0.375706974293771,0.812242505199531
5/1/2017,미래혁신본부,,,,1.087,0.970544360118363,0.248329886042792,1.06057239124232
6/1/2017,미래혁신본부,,,,1.053,0.781578447294494,0.356954740369347,1.41752713161167
7/1/2017,미래혁신본부,,,,1.185,0.674083940959473,0.525402056463995,1.94292918807567
8/1/2017,미래혁신본부,,,,1.265,0.820505592449049,0.470859040490549,2.41378822856621
9/1/2017,미래혁신본부,,,,1.555,0.59434190041448,0.691669422402574,3.10545765096879
10/1/2017,미래혁신본부,,,,1.453,0.669886694900851,0.406969817560906,3.51242746852969
11/1/2017,미래혁신본부,,,,1.353,1.44341234056178,-0.308598199708661,3.20382926882103
12/1/2017,미래혁신본부,,,,1.564,1.03620540304159,0.253119110215226,3.45694837903626
1/1/2018,미래혁신본부,,,,1.253,1.44892596820049,-0.059082807423268,-0.059082807423268
2/1/2018,미래혁신본부,,,,1.300,1.1347405188698,-0.037976181441223,-0.097058988864491
3/1/2018,미래혁신본부,,,,0.805,0.534617619809163,0.149349065751347,0.052290076886857
4/1/2018,미래혁신본부,,,,1.134,0.814484038493874,0.189492551162951,0.241782628049807
5/1/2018,미래혁신본부,,,,1.480,1.27676951906101,-0.076531257627921,0.165251370421887
6/1/2018,미래혁신본부,,,,1.563,1.3812664262206,-0.164993623858598,0.000257746563288
7/1/2018,미래혁신본부,,,,1.446,0.739645014719941,0.580676687715966,0.580934434279254
8/1/2018,미래혁신본부,,,,1.696,1.31582904274594,0.02247981840558,0.603414252684834
9/1/2018,미래혁신본부,,,,1.147,0.844714887057431,0.324806982395604,0.928221235080438
10/1/2018,미래혁신본부,,,,1.717,1.05156634248621,0.572542966248629,1.50076420132907
11/1/2018,미래혁신본부,,,,1.555,0.946260607799164,0.319999286805064,1.82076348813413
12/1/2018,미래혁신본부,,,,1.601,0.723110042236425,0.484170996361414,2.30493448449555
1/1/2019,미래혁신본부,,,,1.57859958768313,1.4044527012536,0.136582733384673,0.136582733384673
2/1/2019,미래혁신본부,,,,2.27153559212042,2.02575567016528,0.324722758180161,0.461305491564834
3/1/2019,미래혁신본부,,,,2.51018544790481,2.08699487242689,-0.08640970186538,0.374895789699454
4/1/2019,미래혁신본부,,,,1.78180284798309,1.00654299880588,0.544757113727216,0.91965290342667
5/1/2019,미래혁신본부,,,,1.67886332323852,1.59263215349124,0.09266214705453,1.0123150504812
6/1/2019,미래혁신본부,,,,2.24195937903739,1.46920827261969,0.458312166089597,1.4706272165708
7/1/2019,미래혁신본부,,,,2.14191571234997,1.25953035401147,0.472017022609836,1.94264423918063
8/1/2019,미래혁신본부,,,,1.63669808921534,1.32089258621521,0.225282468131769,2.1679267073124
9/1/2019,미래혁신본부,,,,1.5454609156641,0.808936761848886,0.585781839841712,2.75370854715411
10/1/2019,미래혁신본부,,,,1.93223105223685,1.96947276681845,-0.146659572489433,2.60704897466468
11/1/2019,미래혁신본부,,,,1.81717067094339,0.974781600798627,0.132423699233171,2.73947267389785
12/1/2019,미래혁신본부,,,,2.96243192546957,,,
1/1/2015,미래혁신본부,제주 지점,0.005406849183678,,,,,
1/1/2015,미래혁신본부,제주 지점,0.001957859045268,,,,,
1/1/2015,공공사업본부,성남 지점,0.004737808761076,,,,,
1/1/2015,공공사업본부,서울 본사,0.002767783780477,,,,,
1/1/2015,금융사업본부,제주 지점,0.004735372898866,,,,,
1/1/2015,공공사업본부,서울 본사,0.005541788816907,,,,,
1/1/2015,금융사업본부,제주 지점,0.001750259293231,,,,,
1/1/2015,미래혁신본부,성남 지점,0.000914692000819,,,,,
1/1/2015,공공사업본부,성남 지점,0.004802273801788,,,,,
1/1/2015,공공사업본부,서울 본사,0.005650169384071,,,,,
1/1/2015,금융사업본부,성남 지점,0.009914863409056,,,,,
1/1/2015,금융사업본부,제주 지점,0.003579457596067,,,,,
1/1/2015,금융사업본부,인천 지점,0.000151543098978,,,,,
1/1/2015,금융사업본부,성남 지점,0.006723133199906,,,,,
1/1/2015,공공사업본부,인천 지점,0.004085302322773,,,,,
1/1/2015,미래혁신본부,제주 지점,0.008608419643950,,,,,
1/1/2015,공공사업본부,서울 본사,0.006058241478167,,,,,
1/1/2015,공공사업본부,제주 지점,0.007307247067785,,,,,
1/1/2015,공공사업본부,서울 본사,0.006036023765854,,,,,
1/1/2015,공공사업본부,성남 지점,0.003197407538424,,,,,
1/1/2015,금융사업본부,제주 지점,0.007044429513286,,,,,
1/1/2015,미래혁신본부,서울 본사,0.001640726567269,,,,,
1/1/2015,미래혁신본부,인천 지점,0.004260896401554,,,,,
1/1/2015,공공사업본부,서울 본사,0.002701815932793,,,,,
1/1/2015,공공사업본부,제주 지점,0.002983100150253,,,,,
1/1/2015,미래혁신본부,성남 지점,0.002237550461797,,,,,
1/1/2015,공공사업본부,성남 지점,0.001851221200704,,,,,
1/1/2015,금융사업본부,인천 지점,0.002242849328152,,,,,
1/1/2015,공공사업본부,인천 지점,0.008993461058412,,,,,
1/1/2015,공공사업본부,성남 지점,0.002799917598000,,,,,
1/1/2015,공공사업본부,제주 지점,0.007529877816854,,,,,
1/1/2015,공공사업본부,서울 본사,0.005763250995724,,,,,
1/1/2015,미래혁신본부,서울 본사,0.003125295890667,,,,,
1/1/2015,미래혁신본부,인천 지점,0.002303787290691,,,,,
1/1/2015,공공사업본부,서울 본사,0.006990386087527,,,,,
1/1/2015,공공사업본부,제주 지점,0.005666127553997,,,,,
1/1/2015,미래혁신본부,성남 지점,0.002844583949501,,,,,
1/1/2015,공공사업본부,성남 지점,0.005527579027056,,,,,
1/1/2015,미래혁신본부,성남 지점,0.001296380156376,,,,,
1/1/2015,금융사업본부,서울 본사,0.000594336412331,,,,,
1/2/2015,금융사업본부,인천 지점,0.006766762700444,,,,,
1/2/2015,공공사업본부,인천 지점,0.006332423469019,,,,,
1/2/2015,공공사업본부,제주 지점,0.004257310247766,,,,,
1/2/2015,금융사업본부,인천 지점,0.002756305049808,,,,,
1/2/2015,공공사업본부,성남 지점,0.003735806129556,,,,,
1/2/2015,공공사업본부,인천 지점,0.005819864864045,,,,,
1/2/2015,미래혁신본부,인천 지점,0.003136347078249,,,,,
1/2/2015,금융사업본부,성남 지점,0.002196460802702,,,,,
1/2/2015,금융사업본부,서울 본사,0.001051992654484,,,,,
1/2/2015,공공사업본부,제주 지점,0.003646702610690,,,,,
1/2/2015,공공사업본부,서울 본사,0.005512970583821,,,,,
1/2/2015,금융사업본부,제주 지점,0.003046609717046,,,,,
1/2/2015,공공사업본부,제주 지점,0.005816103613249,,,,,
1/2/2015,미래혁신본부,성남 지점,0.007741474237928,,,,,
1/2/2015,금융사업본부,서울 본사,0.000820150503324,,,,,
1/2/2015,금융사업본부,서울 본사,0.005636160258083,,,,,
1/2/2015,공공사업본부,성남 지점,0.005316666462098,,,,,
1/2/2015,금융사업본부,성남 지점,0.005424045950613,,,,,
1/2/2015,미래혁신본부,성남 지점,0.004974023002429,,,,,
1/2/2015,금융사업본부,제주 지점,0.005242609028602,,,,,
1/2/2015,공공사업본부,인천 지점,0.005311188710488,,,,,
1/2/2015,공공사업본부,성남 지점,0.006820692129437,,,,,
1/2/2015,미래혁신본부,제주 지점,0.004036768837080,,,,,
1/2/2015,미래혁신본부,인천 지점,0.001886984138946,,,,,
1/2/2015,미래혁신본부,성남 지점,0.000467184668009,,,,,
1/2/2015,미래혁신본부,제주 지점,0.004107203065530,,,,,
1/2/2015,금융사업본부,인천 지점,0.003954007131100,,,,,
1/2/2015,금융사업본부,인천 지점,0.008217366111763,,,,,
1/2/2015,미래혁신본부,성남 지점,0.003050663909294,,,,,
1/3/2015,공공사업본부,제주 지점,0.003946859052003,,,,,
1/3/2015,공공사업본부,성남 지점,0.008383807839172,,,,,
1/3/2015,금융사업본부,인천 지점,0.004020835410826,,,,,
1/3/2015,공공사업본부,서울 본사,0.005775147975143,,,,,
1/3/2015,금융사업본부,서울 본사,0.006125993548108,,,,,
1/3/2015,금융사업본부,서울 본사,0.005569415563136,,,,,
1/3/2015,공공사업본부,성남 지점,0.004951784477645,,,,,
1/3/2015,공공사업본부,서울 본사,0.004516941281652,,,,,
1/3/2015,미래혁신본부,서울 본사,0.004609066594218,,,,,
1/3/2015,공공사업본부,서울 본사,0.004132989002308,,,,,
1/3/2015,금융사업본부,인천 지점,0.008772168764451,,,,,
1/3/2015,미래혁신본부,제주 지점,0.005235059735420,,,,,
1/3/2015,금융사업본부,제주 지점,0.002853786103033,,,,,
1/3/2015,공공사업본부,서울 본사,0.001418027140660,,,,,
1/3/2015,공공사업본부,서울 본사,0.004564156578596,,,,,
1/3/2015,금융사업본부,제주 지점,0.004672982001786,,,,,
1/3/2015,공공사업본부,성남 지점,0.003943734598169,,,,,
1/3/2015,공공사업본부,인천 지점,0.007055727645274,,,,,
1/3/2015,금융사업본부,서울 본사,0.006037650828858,,,,,
1/3/2015,공공사업본부,인천 지점,0.000264932431627,,,,,
1/3/2015,미래혁신본부,서울 본사,0.001336482944154,,,,,
1/3/2015,공공사업본부,서울 본사,0.005052887024498,,,,,
1/3/2015,금융사업본부,인천 지점,0.004961483579015,,,,,
1/3/2015,금융사업본부,성남 지점,0.008402010294580,,,,,
1/3/2015,공공사업본부,성남 지점,0.003901567925624,,,,,
1/3/2015,공공사업본부,서울 본사,0.002557447737428,,,,,
1/3/2015,공공사업본부,제주 지점,0.007313101925468,,,,,
1/3/2015,공공사업본부,성남 지점,0.003570949992800,,,,,
1/3/2015,공공사업본부,제주 지점,0.006717859601650,,,,,
1/3/2015,금융사업본부,성남 지점,0.005317538847156,,,,,
1/3/2015,금융사업본부,서울 본사,0.007302193568538,,,,,
1/3/2015,공공사업본부,인천 지점,0.007014218346450,,,,,
1/3/2015,금융사업본부,성남 지점,0.001356961705651,,,,,
1/3/2015,미래혁신본부,서울 본사,0.004919538121794,,,,,
1/3/2015,금융사업본부,인천 지점,0.004534294762517,,,,,
1/3/2015,공공사업본부,제주 지점,0.005319671822259,,,,,
1/3/2015,금융사업본부,성남 지점,0.002338306463541,,,,,
1/3/2015,금융사업본부,제주 지점,0.000605396250160,,,,,
1/4/2015,공공사업본부,인천 지점,0.005772766049478,,,,,
1/4/2015,공공사업본부,인천 지점,0.005624384145995,,,,,
1/4/2015,금융사업본부,서울 본사,0.004709094032186,,,,,
1/4/2015,금융사업본부,인천 지점,0.005538064705711,,,,,
1/4/2015,미래혁신본부,성남 지점,0.004887463381491,,,,,
1/4/2015,미래혁신본부,인천 지점,0.000725773429169,,,,,
1/4/2015,미래혁신본부,인천 지점,0.002062652503753,,,,,
1/4/2015,공공사업본부,인천 지점,0.005233509959244,,,,,
1/4/2015,금융사업본부,서울 본사,0.007355947149619,,,,,
1/4/2015,공공사업본부,성남 지점,0.001900689852597,,,,,
1/4/2015,공공사업본부,성남 지점,0.003342037411962,,,,,
1/4/2015,미래혁신본부,인천 지점,0.006779935348207,,,,,
1/4/2015,공공사업본부,서울 본사,0.000911845800044,,,,,
1/4/2015,공공사업본부,제주 지점,0.003867153896510,,,,,
1/4/2015,금융사업본부,제주 지점,0.006735840741345,,,,,
1/4/2015,공공사업본부,제주 지점,0.000620912105887,,,,,
1/4/2015,공공사업본부,인천 지점,0.008986416793913,,,,,
1/4/2015,미래혁신본부,서울 본사,0.005947282019775,,,,,
1/4/2015,금융사업본부,서울 본사,0.002313987124131,,,,,
1/4/2015,금융사업본부,제주 지점,0.003349541369053,,,,,
1/4/2015,공공사업본부,서울 본사,0.008167277806393,,,,,
1/4/2015,금융사업본부,인천 지점,0.003504304213106,,,,,
1/4/2015,공공사업본부,제주 지점,0.001379938923777,,,,,
1/4/2015,미래혁신본부,인천 지점,0.000420135744745,,,,,
1/4/2015,금융사업본부,제주 지점,0.003941622921014,,,,,
1/4/2015,금융사업본부,인천 지점,0.004222954765021,,,,,
1/4/2015,공공사업본부,제주 지점,0.003320025238359,,,,,
1/4/2015,금융사업본부,성남 지점,0.006225111802737,,,,,
1/4/2015,공공사업본부,서울 본사,0.001394877215566,,,,,
1/4/2015,금융사업본부,제주 지점,0.003615990166476,,,,,
1/5/2015,공공사업본부,인천 지점,0.002181428515081,,,,,
1/5/2015,미래혁신본부,서울 본사,0.004026751155928,,,,,
1/5/2015,금융사업본부,서울 본사,0.007839166286160,,,,,
1/5/2015,미래혁신본부,제주 지점,0.002121621091747,,,,,
1/5/2015,미래혁신본부,인천 지점,0.005119863740550,,,,,
1/5/2015,금융사업본부,성남 지점,0.006432735555574,,,,,
1/5/2015,미래혁신본부,인천 지점,0.006238830879256,,,,,
